name|line
Ice King|"  Jay T. Doggzone always says, ""Ladies are drawn to bros with tortured pasts."" And I've got a way tortured past! ...I think. I don't really... re...  Hmm.  Quickly, Gunter! To the ""The Past"" room!"
Ice King|  Lot of emotional, powerful stuff in here.  Still wet with tears... I'll take some-a' these for lyrical inspiration.  So where's Marceline living these days?
Penguin|  Wenk.
Ice King|  A cave?? 
Finn|   Well, well, well. Looks like the Ice King is up to bad biscuits, brotha.
Jake|  Bad biscuits make the baker broke, bro.
Finn|  Ice King, you make our job too easy. You ready to roll on this fool?
Jake|  Dinner roll!
Ice King|  Hello? Anybody home?
Marceline|   No...  What are you doing here? I told you not to come around me!
Ice King|   Uh, yeah, I know, but... I was hoping you could help me write a song—one that could help me get some princess action.
Marceline|  I'm not gonna help you pick up on chicks!
Ice King|   Come on! We could be a prog rock duo! I'll even split the fans with you. I get the princesses, and you get... whatever it is you're into. Sounds good, yeah, I think it does!  Ee-yoop!
Marceline|   Hey!!
Ice King|  Eh...
Marceline|  Get outta here!!
Ice King|  Wait! Just let me play you what I've written so far!   Oh. Dang it. Tangles in the cord. Sometimes this happens when you fly with it... Tangles are hard...  Oh. Aw, aw, geez, no... Oh, no.  Ice King's in trouble.    Hey, you know what? I'll just hum it for ya.  Is that good?
Finn & Jake|  Ice King!
Finn|  ...Wha?
Jake|  Oh... You got 'im.
Finn|  Nice job, Marceline.
Jake|   Your constant harassment of the female gender makes me sick.
Marceline|  No, he can stay.
Finn & Jake|  Wha?!
Ice King|"  Yeah, ""Wha?!"""
Marceline|  It's alright. We're working on a song together. 
Finn|  You don't want us to...  ...for you?
Marceline|  No, it's okay. You guys can go.
Finn|  ...Okay... Well... I guess we'll see ya, then...
Finn & Jake|  Bye... 
Ice King|   You know, I kinda like bein' tied up in these cords. Kinda freak-aaaayyy!
Marceline|  So what kinda song're we playing?
Ice King|  Ooh. I brought these  for some inspiration. Just use these to work off of. Y'know, a template.
Marceline|  Oookaaaay...
Ice King|  Yeah. Yeah, that's good! Keep doin' that!   Slime Princess, you're alright. Flame Princess, you're okay. Wildberry Princess could be better. All of the princesses are pretty alright, but... Oh, Bubblegum! You look like a lot of fun! I'm right outside, and that is how I know! Hey, princess, did you get my text with a picture of my awesome gun show? I'm also workin' on my pecs! If you like, I'll send a picture of that, too! Oh, Bubblegum!  I really need someone.  Or anyone!  ...Pretty much anyone. I'm so alone!  Won't somebody tell me what's wrong with me?!  Anybody!  Anybody!   Anybody!!!  Grod in the sky, please tell me why!!!
Marceline|  Stop acting like this!!
Ice King|  No, it's just startin' to get good!!  Anybody!!  Princesses, I command you, love me!! Love me!! Love me!!  Love me!!
Marceline|   STOP ACTING CRAZY.
Ice King|  I JUST WANNA BE LOVED!!  Uh-oh. I'm sorry I pushed you.  Uh... oh... I'll just stay out of your way.  Again, I'm sorry I pushed you.
Marceline|  Huh?
Ice King|  Whatcha got? An apple?
Marceline|   Ugh!   You're so annoying, you pitiful old man. I'd like to help you, but I don't know if I can. I thought you were nuts, but you're really really really nuts.  Every time I move, eventually, you find me, and start hanging around. Just another lame excuse to see me. Man. It's getting me down. You know, I'm actually glad... to see you!  Maybe I'm the one who's...  nuts.
Ice King|  Hold on!  Do you... like me?!
Marceline|  ...Of course I do, you old jerk!
Ice King|  Really? ...Wow.  How about...  one of these?  Ah!  Mwah, mwah, mwah...
Marceline|   AAAAAGH!!! Not like that!! You don't remember anything, do you... SIMON?
Ice King|  What-mon?
Marceline|  Why do you even come see me when you don't remember me?! You don't even know who you are!
Ice King|  Yes, I do! I am a lyricist!  It's all here! On the page! The page in song, baby! On this receipt! On this takeout menu! On these newspapers! 
Marceline|  Huh? Look! This clipping! This was you, Simon! Before the War!
Ice King|  Huh?  Heh?
Marceline|  This! You took this picture! Grr, you've scribbled all over it... Huh? 
Ice King|  Ooh, ooh, are they good lyrics?  I'll get the keyboard!
Marceline|  What?  Wait, listen!
Ice King|   Yeah, let's go! What's it say? Sing out, sister!
Marceline|"   ""Marceline, is it just you and me in the wreckage of the world? That must be so confusing for a little girl. And I know you're going to need me here with you... but I'm losing myself, and I'm afraid you're going to lose me, too..."""
Ice King|  Ooh, yeah! Keep it going! 
Marceline|"   Oh! Um...  ""This magic keeps me alive, but it's making me  crazy, and I need to save you, but who's going to save me? Please forgive me for whatever I do  ...when I don't remember you."""
Ice King|   Wow! I wrote that?! Hot stuff!
Marceline|  What?! You don't remember what it means?!  Look!
Ice King|"   ""Marceline, I can feel myself slipping away. I can't remember what it made me say... but I remember that I saw you frown. I swear, it wasn't me. It was the crown.  This magic keeps me—"""
Ice King & Marceline|"   ""—alive, but it's making me crazy,  and I want to save you, but who's going to save me?! Please forgive me for..."""
Jake|  What is goin' on in there?!
Finn|   ...I have no idea.
Ice King & Marceline|"   ""...Please forgive me for whatever I do... when I don't remember you."""
Chips| Chips?
Ice Cream| Ice cream?
Chips| Chips!  Chips. Ch-i-ips!
Ice cream|  Ice cream!
Finn| I don't get it.
Jake| Ah, just keep watching. BMO said the second act gets crazy.
Chips| Chips chips chips. Chips chips... Chips!
Ice Cream| Ice cream! 
Chips|  Chips...
Ice Cream|  Ice cream...
BMO|  Bravo!
Jake| What the stuff was that?!
Mother Rabbit| Come on, kids! We're going to grandma's.
BMO| Dinner? Please can we invite him to dinner?
Jake| No.
BMO| But, Jake, I never ask you for anything. When did I ever ask you for anything?
BMO|" Yesterday. You said, ] ""Jake, please take me to see Chips and Ice Cream! It's a Broadway smash!"" And I believed you."
BMO|  You don't understand me, Jake.
BMO|  Please come over for dinner! I love you! 
Morty Rogers| Yeah. Dinner sounds great!  Yeah! Wait. The place where you eat dinner, does the moon shine through the window at night?
Finn| Sure.
Morty Rogers| All right! Let's do it!
BMO| Oh, ooh! And when Chips trips over the turtle, it was so funny! But also sad. It made me think about the fragility of my own life.
Morty Rogers|  Just a little more...
Jake|  Hey, y'all ready for some sushi burgers?
Morty Rogers| Mm, I don't eat burgers. Got any chips and ice cream?
Jake| Uh..Sure. I just sculpted these buns though.
BMO|  Give the man what he wants! Soo, is your name Chips and Ice cream?
Morty Rogers| My name is Morty Rogers.
BMO|  I see.
Jake|  Okay! Food's done. 
Morty Rogers| Let's all dig in!  Yes, eat it. Eat that chips and ice cream.
BMO| Oh, yes sir! 
Morty Rogers|  It's time. 
Chips| Chips chips chips?
Ice Cream| Ice cream ice cream.
BMO| No...Flipping...Way!
Morty Rogers|  By the light of the waxing moon, which was just unveiled by the parting clouds, I command these two imps that have taken possession of my ears to transfer onto the head of the being who is directly across from me and is currently eating chips and ice cream!
Chips| Chips chips?!
Ice Cream| Ice cream...
Morty Rogers| Huh  It worked! I'm a free bear! 
Jake| Well, now I'm a guy with these things on my head. I guess I'm just gonna roll with the punches.
Finn| Uh... Don't worry, man. I'm gonna pretend they're not even there.
Chips| Chips!
Ice Cream| Ice cream!
BMO| This is the greatest day of my liiife!
Jake| Maybe if I put a towel over my head they'll go to sleep. 
Finn| Huh. What's on your head? I don't even notice it.
Jake| Heh. Yeah, okay. 
Chips|  Chips chips.
Ice Cream|  Ice cream.
BMO|  Huh?
Chips| Chips... Chips...!
Chips| Chips! Chips chips chips. Chips! Chips chips?!
Ice Cream|  Ice cream?
Chips| Chips chips! Chips chips chips chips chips!
Ice Cream|  Ice cream? Ice cream ice cream ice cream!
Jake|  All right, that's enough. They're going outside. 
BMO| Nooooooo!
Chips| Chips.
Ice Cream|  Ice cream.
BMO|  Poor Chips and Ice Cream. 
Ice Cream|  Ah, ah, ah, ah ice cream.
Chips|  Chips chips chips chips...
Finn|  Why are you up so early?
Jake|  I got to get to the farmer's market before all the choice stuff is gone.
Finn| Oh. Why is BMO on your head?
Jake| He is?!
Chips| Chips chips.
Ice Cream| Ice cream.
BMO| I'm onto something important!
Jake| Quit clownin' around.
BMO| Okay. I was done anyhow.   Chips chips.
Jake| So, you want me to pick up any snacks?
Finn| Yeah, maybe some ketchup chips?
Chips|  Chips.
Finn| And...some kale  chips.
Chips|  Chips!
Finn| And some corn...  chips.
Chips|  Chips.
Jake| Okay.  Later, dude.
Finn| Later.
Chips|  Chips!
Ice Cream|  Ice cream!
Jake|  Hmm..
Apple Merchant| Nice choice! Those are two of my faves!
Chips|  Chips.
Apple Merchant| Yeah, we have chips.
Ice Cream|  Ice cream?
Apple Merchant| Sorry. I don't have any ice cream, but I know who does.  Hey, John!
John| Yo!
Apple Merchant| I gots a customer for yas. I'll bag these for ya.
John|  Enjoy and stay awesome.  Yo! I got ice creams!
Ice Cream|  Ice cream?
John| I recommend the hamburger flavor. Also, the pizza flavor is tremendous!
Customer| Do you have taco?
John| One second!  One taco flavored.
Customer|  You have the best!
John| You have the best, out-of-this-world day.  What's your spectacular choice?
Morty Rogers|  No. No! Stay away! You can't make me take them back!
Jake|  Oh hey, Morty Rogers.
Ice Cream| Ice cream!
John| Tremendous.
Morty Rogers|  No more chips. No more ice cream.  Beans. That's what regular-sized-ear folks eat. Regular old morty Rogers...  
Morty Rogers| Oh! I hope the record is not scratched or chipped. Chip. Ice cream. [Grabs buttons and sewing thread from a drawer.
Morty Rogers|  Chips. 
Chips| Chips chips chips.
Ice Cream| Ice creaaaam.
Morty Rogers|  Chips chips! Chip chip. Ice cream! Ice cream!
Morty Rogers| Hush! Hush! Hush!  Noiseless, Chips!  Inaudible, Ice Cream!  Nyahah!
Finn|  Aah! Quiet!  I thought I could just ignore them, but I can't! Chips and Ice Cream have to go!
Jake|  Listen. Even if I could find Morty Rogers again, I don't know how to get these things to go back to him or even if they want to.
Chips| Chips chips!
Ice Cream| Ice cream!
BMO|  I finished with my computations! As I thought, it's a real language they are speaking based on intonations!  Chips? Chips chips chips! Ice cream?
BMO|  I know what we have to do.
Morty Rogers|  How many years did I search for a rube to take my burden?  What's wrong with me? You two brought me nothing but pain...  And I can't stop thinking of you. But I don't want you back!  I don't want you!
Morty Rogers|  What's that?  Do you hear that? 
Morty Rogers|  It's like--Chips..Ice Cream.  I..must..I..must!
BMO|  He's here!
Jake|  I love you, Chips and Ice Cream. I hope you never leave.
Morty Rogers| No! Those are my Chips and Ice Cream! By the light of the waxing moon, which was just unveiled by the parting clouds, transfer those two imps that have taken possession of Jake's ears to the head of the being who is watching from the window! Chips and Ice Cream!
Finn| BMO, it's happening!
Morty Rogers| No! My Chips! And Ice Cream!
BMO|  Free!
Morty Rogers| Noooo!
Finn| Whoa.
Morty Rogers| What's going on?
BMO| Chips and Ice Cream wanted to be free. But they could only be if I interrupted the transference ritual.
Morty Rogers| Free? I'm sorry for keeping you dudes as my prisoners for so many years.  But what am I gonna do without you?!
Chips| Chips.
Ice Cream| Ice cream.
Morty Rogers| What?
Chips| Chips!
Ice Cream| Ice cream!
Chips| Chips.
Ice Cream| Ice cream.
Ice King| Oh, boy  Oh, you're so pretty when you sleep, let's go back to Ice King's house,  Hi, baby....
Princess Bubblegum|  Ice King, what are you doing in my bedroom?!
Ice King|  Baby, I was trying to surprise you by moving you to my place while you sleep, then have you wake up to breakfast in bed, but now you've ruined the surprise, way to go.
Princess Bubblegum|  Do you think I like being kidnapped is that what you think I want!
Ice King|  Okay, here we go, you're the victim right? You know what, since day one I've been doing everything to make this relationship work and for what?!
Princess Bubblegum|  Banana Guards! 
Ice King|  Babe, come on, we promised we wouldn't make our problems public 
Princess Bubblegum|   Take him out. 
Ice King|  No, baby! What are you doing?!  Baby bear!  This is just so crazy, if you can honestly look into your heart and tell me you want me to leave, I'll go!
Princess Bubblegum|   Okay, leave.
Ice King|   Uh-what? D-did you look in your heart, like all around it?
Princess Bubblegum|   Yes.
Ice King|  I see. Then obviously you have got some heavy emotions stirring in you and you have said some very rash things.  Guards! Take me away! 
Finn|  Ice King, get out of Princess-
Ice King|  I'm leaving! 
Ice King|  Uh, I don't know, did I say the right thing? I can never tell with that girl.   All I can think about... is you, baby girl. I gotta leave Ooo, start somewhere fresh.  Goodbye, Gunter, you're the... man of the house now. 
Ice King|  Oh, clam balls! 
Ice King|  Where am I?  Hmm, no signs of life. Just me and these palm fronds,  And that bird over there.  Well, won't be needing this anymore,   I miss her, man.  Hello?  Is someone here?  Must be from somewhere.  There, now I can look around and- sweet mother of Glob! This island doesn't have a lady - this island is a lady!
Isla de Señorita|  Oh, hello there!
Ice King|  Hello.
Isla de Señorita|  Is my singing bothering you?
Ice King|  No.
Isla de Señorita|  ...What?!
Ice King|  No!
Isla de Señorita|  What?
Ice King|  No!!
Isla de Señorita| ...What?
Ice King|  Ugh, hold on a sec! 
Ice King|   Fuu, what was the question?
Isla de Señorita|  I asked if my singing was bothering you.
Ice King|   No, um, not at all, in fact it was quite enchanting.
Isla de Señorita|  I always sing when by boyfriend is away.
Ice King|  Boyfriend?
Isla de Señorita|  Yeah, Party God, do you know him?
Ice King|  Oh eh, sure, I mean, I know of him.
Isla de Señorita|  Oh no, that's him, quick hide! He gets crazy jealous!
Ice King|  Crazy jealous?! 
Party God|  
Isla de Señorita|  Hi.
Party God|"  Hey, babe, is that a zit on your face? Gross.  You've seen my boombox? I totally puked in Jimmy's stereo and killed the party I was at, he was like, ""Hey, Party God, you can't spin faster than me!"" And I was like, ""I totally can, Jimmy."" So we started spinnin', then I got super dizzy and was like Blaugh blaugh, right into the speaker!  Hurr hurr, found it. Okay, I'm bouncing out, babe."
Isla de Señorita|  Oh, you wanna hang before you go?
Party God|  Oh... yeah... uh well, um, I'm sort of in the middle of party, so...
Isla de Señorita|  Oh, well it would just be for a minute.
Party God|  But, eh, I puked in Jimmy's stereo, I can't party-foul the party. I'm the Party God.
Isla de Señorita|  Okay
Party God|  Don't be mad, babe.
Isla de Señorita|  I won't- I'm not.
Party God|  Okay, laters- ouuu!
Isla de Señorita|  
Ice King|   Ugh, what a wad bag.
Isla de Señorita|  Oh, he's okay... sometimes.
Ice King|   Gurl, he's no good for you.
Isla de Señorita|   I know.
Ice King|  Ah, who am I kidding. My GF, Princess Bubblegum, treats me like poopies too. The expression on your face when he bounced out on ya, well, I might as well have been lookin' in mirror.
Isla de Señorita|  Neglected lovers party of two! 
Ice King|   Yeah, that's us.
Isla de Señorita|  Well, I like you. You're welcome to stay here as long as you want.
Ice King|  Are you sure?
Isla de Señorita|  Yes, I appreciate your company. 
Ice King|   Yeah, well, PB is just so closed off to her emotions, she crushes the relationship so she doesn't ever have to develop feelings.
Isla de Señorita|  I don't even matter to Party God, he just parties all the time. He doesn't even notice if I'm there or not.
Ice King|  Oh, that's terrible, at least Bubblegum cares if I'm there.
Isla de Señorita|  Sometimes, I wish he would just go into outer space so I'd never have to see him again.
Ice King|  Yeah, he's awful, you shouldn't have to put up with that.
Isla de Señorita|  Yeah, that's true.
Ice King|  Yeah, girl.
Isla de Señorita|  ...I'm gonna break up with him!
Ice King|   Yeah, girl!
Party God|  
Ice King|  Oh, snaps! Good luck! 
Party God|  Ouuuu... I forgot the batteries.
Isla de Señorita|  Hey, babe, I have to tell you something.  Uh, babe?
Party God|  Found them.  Huh, hey what's that?
Isla de Señorita|  Oh, that just washed up on me after a storm.
Party God|  Hmmm, oh whatever, what did you want to tell me.
Isla de Señorita|  Well, I've been doing some thinking. And I- I...
Party God|  Aye, yai yai, what?
Isla de Señorita|  I I... hope you have fun at your party...
Party God|  Ugh! You're killing me babe, ouuuuu 
Ice King|   Uh! What was that?!
Isla de Señorita|  Uh...
Ice King|"  You should have been like ""I am done with you! Bam! Pack your bags and get out my face!"""
Isla de Señorita|  I-
Ice King|  Whatever, I'm gonna break up with him for ya'! 
Party God|  
Ice King|  Hey, yo! Yo, dog! I need to talk to you.
Party God|  Who are you?!
Ice King|  I'm Ice King, we sort of met that time at Peppermint Butler's. Anyway, I've been spending lots of time with your girlfriend, and she re-.
Party God|  Whaaaat?!! Hey wait, you're the guy who's been living on her stomach.
Ice King|  Yeah, but no! It was strictly platonic! I wasn't hitting on her or anything.
Party God|  There's going to be two hits, bro, me hitting you and a second instance of me hitting you. 
Ice King|  Whoa mama!  L-let's talk this out! Think about what's best for her- Ice Lightening!! 
Party God|  
Ice King|  Wowzers! 
Party God|  Aa yeah, run blue piggy! 
Ice King|  Take it easy, wolfy, I just stomped grapes on her tummy, alright! Ahh! Bread balls bread balls bread balls!  Psych!  Eat it, party puppy! 
Party God|   Face it bro, my divinity is unassailable. You should have stayed out of my business.
Ice King|"   She is not your ""bid-ness""! "
Party God|"  I can dodge your ""zyaps"" for days "
Ice King|  Uh oh.  Hmmm.
Isla de Señorita|  Party God? 
Ice King|  Hey, girl 
Isla de Señorita|  Did Ice King tell you to come talk to me?
Ice King|  Um, maybe.
Isla de Señorita|  Oh...
Ice King|  So, is there something you wanted to tell me?
Isla de Señorita|  Uh, nope- I'm good!
Ice King|  Eh, ah ah, um didn't you get some good advice from a cool bro and you want to tell me something important that would be difficult but good for your future life in the long run?
Isla de Señorita|  W-well, y-yes. You're bad and I'm terminating our romance! Bam, get out of my face! Wow, I never would have been able to do that without the advice from my emotionally mature friend, Ice King.
Ice King|  Huh? Um, Ice King wanted me to tell you that he's going to break up with his girlfriend too, and- that- your as much of an inspiration to him as he was to you. If not less so.
Isla de Señorita|  Mmm, that's nice.
Ice King|  He says he'll be sure to visit. Oh, I'm going into outer space now!
Isla de Señorita|  Oh, okay.
Ice King|  
Isla de Señorita|  Whew.
Ice King|  
Princess Bubblegum|  Fun cakes! 
Ice King|  I've come to a decision, you ready to hear it? I'm breaking up with ya! You party too much, you never want to spend time with me and you only care about having fun and other people's stereos! I'm just a big island you can come and go from as you please!
Princess Bubblegum|  BANANA GUARDS!!
Ice King|  Banana Guard yourself, Princess!!  Ah, we'll work it out.
Kee-Oth|  Your butt is mine, Joshua.
Jake| What? My butt? Weird. Where are we?
Kee-Oth| This is my yoga room. And this is your new home.  Downward, dog!
Jake| Ouch!
Kee-Oth| Welcome to revenge, Joshua. You'll never see your loved ones again. Everything you need for survival is booby-trapped!
Jake| Hmm.
Kee-Oth| Now I'm gonna gank your blood the way you ganked mine.
Kee-Oth| Boo-yeah! How does it feel, dog? How does it feel that I've juiced your body and turned your blood into man dazzle?
Jake| Hmm. Not that great. I feel weird in my skin.
Kee-Oth|  Wait. Is that it?
Jake| Yeah... but I could get used to this.
Kee-Oth| What? No! You have to suffer.
Jake| Okay.
Kee-Oth|" No ""okay."" When I say something, you're supposed to disagree! Okay?"
Jake| Okay.
Kee-Oth|  Sheesh. You're causing tension in my neck and shoulders. I'm gonna go stretch it out. You stay here and suffer.
Jake| Okay.
Finn| Jake?  Drat! Hmmmmmmm.  Ah! 
Lady|  여보세요? 
Finn| Hey, Lady. Listen. Your husband got abducted by Kee-Oth the demon.
Lady|  누구? Jake? 
Finn| Yeah, your hubby - your boyfriend or whatever.
Lady|  어머, 뭔 소리야! 걔 내 남자친구잖아! 왜 자꾸 우리 사이를 이상한 쪽으로 몰고 가려고 그래? 
Finn| Yo, my Korean is not that good. Can you just get over here? We need to find a way to Kee-Oth's dimension 십시요..
Lady|   아! 맞아. 내가 도움 될 만한 거 가지고 있어! 
Finn| Alright. That sounds...affirmative. See you soon. Bye. 
Jake|  Broke-up dimension, you're breakin' my heart. I'm lookin' for broke-up girl to break me apart.  Just kiddin'. I got a girl!  Lady Rainicorn, yeah! Hmm, that don't look right.  That's better. 
Little Buddy|  Excuse me?
Jake| Hmm?
Little Buddy| Down here. Hi!
Jake|  Oh my fun. I thought you was a rock.
Little Buddy| I'm not a rock. I'm a Little Buddy. Can you get off me, please?
Jake| Whoops!  Sorry.
Little Buddy|  It's okay.
Jake| Cool. You wanna be friends?
Little Buddy| I'd like that. I've never had a friend.
Jake| Whoa. Seriously?
Little Buddy| My species spends its first twelve years sleeping. I just woke up today! 
Jake|  Hello?  I'm just gonna pretend you're sleeping. 
Finn|  Whoop! She's here.
BMO| I thought my body was hopping up and down. But I was sitting still.
Lady| 가지고 왔어! 
Finn| What is it, Lady?
Lady|  옛날에 조슈아가 만든 테잎이야. 제이크가 그 위에 그냥 녹음해버려서 기억하고 있어. 그 앞쪽은 보지 말고 그냥 빨리 돌려! 
Finn| What?
Lady|  앞쪽 보지 말고 그냥 빨리 달.. 돌리라구. 
Finn| Eh, something skip? I don't know. Just play it, BMO.
Joshua|  Jake? Finn? Jermaine? Whoever is watching this?
Finn| Dad!
Joshua|  I just opened up an unexplored cavern deep in the underground grasslands complex. Please refer to my chart system, okay? I'm in cave 73H. In case I am overtaken by an enemy I need you to retrieve my corpse.
Jake|  Hey, Lady. You asked me to make you a video.
Lady|  돌려! 돌려!! 
Finn| BMO! Skip!  Skip!!
Jake|  ...saying JTD won't change his doggy ways.
Finn|  That should be good.
Jake|  Okay, I love you girl. I hope you liked it. Bye! 
Joshua|  Over here, you see, the second half of the tablet I believe. Now, if I put this together with mine, I should be able to create a portal to the demon Kee-Oth's dimension and trap him in a circle of holy water. Okay, here we go.  Perfect. Okay, let's see.  Kee-Oth zaple myrups pama...
Jake|  Okay, this is scene one and take one of Heat Signature 2. Ready? Action!
BMO| Father, it has been a year since I was on the submarine, but, I still hear the screams! I was forced to choose; the lives of my men, or the entire planet! What would you do? Tell me father! I'm a mess, man!
Shelby| Wait, what do I say? Mmmm, Check please-
Jake| No!
Finn| Hold on, BMO, I feel like we should watch more of this video for clues, but you gotta promise me that I'm not going to see more weird Jake stuff.
Lady|  더이상 제이크가 이상한 짓 하는 거 없을 거야. 진짜야! 그래도 내가 이 테잎 본 지 하도 오래 돼서 장담은 못 하겠네. 미안해. 
Finn| Okay, high-five! Play it, BMO!
Jake| Hmm, guess what, Lady? This dirty dog needs a bath!
Jake| Wawoo!
Kee-Oth|  This stinks!
Jake| What'a mean?
Kee-Oth| Come on, Joshua! Back in the old days, you would have been up here trying to take me apart!
Jake| Uh, what? That's my dad, Joshua, back in the old days.
Jake| I'm his son, dude.
Kee-Oth| Shoot.
Kee-Oth| Where is he?
Jake| He's dead, dude. Don't make me get emotional about it.
Kee-Oth| Then why you being such a wimp then? Come on up here and beat on me like your dad would.
Jake| Okay, that's weird.
Kee-Oth| What's weird?
Jake| You want to get beat up? That's weird. I'm not doin' your weird biz.
Kee-Oth| You won't fight?!
Jake| Nope.
Jake| What the—!
Samantha| Hi. I'm Samantha.
Jake| I'm Jay T.—the Dog. I'm Jake.
Kee-Oth| Only one can survive my pit! This bozo tried stealing my blood too! So youse better duke it out, and see who gets to live!
Samantha| But I haven't seen a man-dog in years! And now the universe has dropped one into my arms!
Jake| Whoa, lady, no way. This boy's got.
Samantha| But fate has brought us together! The stars have paired you with a goddess.
Jake| I like the way you talk, but you are crazy.
Kee-Oth| Kill or be killed, you two!
Samantha| Yes, if I'm so crazy, then let's fight!
Jake|  No, girl, we can bounce outta here. My friend Finn will save us any second now.
Samantha| I don't wait for rescue. I conquer till I am conquered. By love... or by the hand of an adversary.
Jake| Well, I guess we're gonna have to fight then.
Kee-Oth| Okay, take your time. I gotta do my daily sun salutation.
Kee-Oth|  Release me, Joshua!  I'll show you!
Kee-Oth| Dude, your blood is harsh!
Joshua| That's because I've been drinking so much holy water. It's in my blood, sucka! And naturally, I gotta go to the bathroom like crazy. Be right back!
Kee-Oth| If I can't suck you, I'll suck myself's blood.
Kee-Oth| Hehehe...Taste it, scrub!  AUGH!
Joshua|  Man, I can't believe it...I gotta wee-wee again!
Beemo| Would you like to rate this video?
Finn| No time, Beemo.  Let's go find the cave from the video. Maybe we'll find more clues there.
Lady| 잠깐! 내가 네 주위에 보호막 쳐야 돼! 
Lady| 됐다. 이제 가도 돼. 
Finn| Kee Oth Zaple Myrups Rama Mancakes?
Finn| Whoa.
Finn| Jake?  Yeesh.
Kee-Oth| Eh?
Finn| Jake?
Jake| Finn, yes! Help me!
Lady| Jake! 왜 저 못생긴 지지배가 널 껴안고 있는거야! 
Jake| This isn't hugging—it's fighting! Fighting!
Finn| Jake, what do I do? Should I kill him?
Kee-Oth| With what?
Finn| With this! 
Kee-Oth| Demon blood...
Finn| That's right! Demon blood beats demon!
Jake| No, that is not correct!
Kee-Oth| Hahahaha! Oh yeah! Gimme that blood, stupid!
Finn| Lady! Don't break the circle of protection!
Lady| 당연하지! 
Finn|  Aw geez, he's sucking my sword off its hilt!
Kee-Oth| Yeah, hahaha! Your circle can't stop my sucking! Now I have your demon blood as well!
Finn| Except it's not demon blood! It's a frozen grape juice that was blessed by the priest.
Finn|  Bless this sword, fodder.
Shelby| Mmm, check please!
Finn|  Mmm, grape-y!
Kee-Oth| Wait...  Aaaaaah!
Jake| My blood! Woo!
Samantha| Coward!
Jake| Woop! Hey, hey! Lady! 
Finn| Let's go, bros!
Jake| Samantha, you can come too, I guess.
Samantha| Very well.
Samantha| You've returned me to my world, so I recant my oath to destroy you.
Jake| You made an oath. Okay.
Samantha|  Let's fight again some time.
Jake| Nah, I'll just stretch into a tree.
Samantha| Hmm. Took you long enough to stretch outta that pit. 
Lady| 뭐, 뭐가 어떻게 된 거야? 너 저 여자한테 반한 거야 뭐야! 
Jake| Pshh, please! Not even.
Lady| 그럼 그 함정에서 왜 그렇게 오래 버티고 있었어? 
Jake| Uh, because... Kee-Oth was right there! An-and there were traps! I didn't have no blood this whole time, so I'm totally out of it. 
Lady, Finn| Jake!
Jake| Woo...Sorry, I got a little light-headed.
Lady| 아, 이 말썽꾸러기. 사랑해 자기야. 
Jake| I love you too, Lady.
Finn| Yo, guys, I still love Flame Princess.
Jake| Okay, big hug!
Finn, Jake and Lady| Hug!
Princess Bubblegum| I can't believe I let you talk me into this. It's not like I have a lot of free time, you know.
Marceline| Peebs, you work too much. Imagine a pizza. Only half should be business. The rest should be personal. Personal pizza.
Princess Bubblegum| Yuck.
Marceline| Try to have fun tonight.
Princess Bubblegum| With the Ice King? Not in your everlasting lifetime, girlfriend.
Marceline| I wish you'd call him Simon. He's actually kind of sweet and funny.
Marceline| Can you please try to get along tonight? It would mean a lot to me.
Princess Bubblegum| I'll try.
Ice King| Try anything once, that's what I say.
Marceline| Simon! What's this?
Ice King| It's a present. To bribe you for coming over.
Marceline| You don't have to bribe us, silly. We're here because we want to hang out with you.
Ice King|" No one has ever said that to me before. You didn't say, ""No take backs."""
Marceline| Bottoms down.
Ice King| So, check it out! I upgraded my home karaoke system. Do you like karaoke?
Marceline| Duh! We love karaoke. Bonnie is a dynamo on the mike! Okay. You guys get started, I'll freshen up PB's drink.
Princess Bubblegum| Marceline?
Ice King| Irslerskat prjon! Prjon, prjon Prrrrrrrrrrrrjon!
Princess Bubblegum| Marceline! Get out here quick!
Marceline| What's going on?
Princess Bubblegum| Something's wrong with the I.K.
Marceline| No! Simon!
Ice King| Hi, Marceline.
Marceline| Are you guys pranking me?
Princess Bubblegum| Your friend just majorly malfunctioned! He was jerking around all weird, and his voice sounded like he was possessed!
Marceline| Cool out, B-Bell. I know you love karaoke, but you can't take it so seriously.
Ice King| I hope you like penguin cuisine. It's mostly just shapes.
Marceline| Who doesn't love a good rhomboid?
Princess Bubblegum| You're a rhomboid.
Marceline| Here, Simon. I know these are your favos.
Ice King| Thanks, Gunther!
Princess Bubblegum|" He just called you ""Gunther."""
Marceline| He calls everybody Gunther. Bonnie!
Princess Bubblegum| There's something really wrong with Simon.
Marceline| There's some wrong with Wait. You just called him Simon.
Ice King| Call me whatever you want. This is the best date I've been on since my last date.
Princess Bubblegum| This is not a date.
Ice King| Neither was the last one. It was a robbery.
Marceline| For real?
Ice King| Yeah. She stole my heart. And my crown.
Princess Bubblegum| Your crown.
Marceline| Crubs! He's really flipping out!  What'd you do that for?!
Princess Bubblegum| It just makes things easier.
Princess Bubblegum| I'm definitely seeing some weird activity here. It's really, really.
Marceline| You don't know what's going on.
Princess Bubblegum| Maybe I can access it with my VR equipment.
Marceline| Whoa, Bon-bon! This stuff is rad. Why haven't you shown me before?
Princess Bubblegum| I didn't think you liked science.
Marceline| I like games.
